2025-07-11 10:32:17.089676,23391,18537,13482,51829
2025-07-11 11:32:30.103220,22918,18294,13237,51192
2025-07-11 12:32:43.121848,22982,18411,13326,51472
2025-07-11 13:32:56.144376,22722,18190,13153,50926
2025-07-11 14:33:09.167697,22519,17996,12979,50422
2025-07-11 15:33:22.178926,21421,17262,12299,47984
2025-07-11 16:33:35.203239,21244,17108,12178,47594
2025-07-11 17:33:48.217813,21056,16957,12048,47179
2025-07-11 18:34:01.239883,20895,16852,11966,46894
2025-07-11 19:34:14.249585,20619,16611,11771,46259
2025-07-11 20:34:27.262286,20389,16437,11627,45726
2025-07-11 21:34:40.276022,20282,16350,11556,45514
2025-07-11 22:34:53.290925,20213,16289,11510,45332
2025-07-11 23:35:06.311294,20013,16123,11379,44908
2025-07-12 00:35:19.341129,19872,16021,11290,44644
2025-07-12 01:35:32.360429,19769,15937,11203,44374
2025-07-12 02:35:45.378005,19601,15818,11134,44019
2025-07-12 03:35:58.400083,19538,15780,11085,43888
2025-07-12 04:36:11.421610,19396,15666,10986,43544
2025-07-12 05:36:24.436212,19358,15647,10978,43495
2025-07-12 06:36:37.461418,19229,15560,10903,43226
2025-07-12 07:36:50.479422,19174,15485,10847,43079
2025-07-12 08:37:03.500068,18967,15329,10729,42664
2025-07-12 09:37:16.517800,18809,15226,10644,42295
2025-07-12 10:37:29.535317,18273,14850,10283,41118
2025-07-12 11:37:42.558364,18228,14800,10237,41022
2025-07-12 12:37:55.575452,18116,14699,10158,40717
2025-07-12 13:38:08.591214,18006,14611,10086,40495
2025-07-12 14:38:21.614904,17862,14505,10006,40184
2025-07-12 15:38:34.631698,17825,14464,9972,40065
2025-07-12 16:38:47.656198,17802,14449,9963,40038
2025-07-12 17:39:00.671457,17648,14315,9849,39682
2025-07-12 18:39:13.682552,17442,14151,9730,39218
2025-07-12 19:39:26.700649,17368,14096,9678,39067
2025-07-12 20:39:39.720172,17269,14012,9614,38848
2025-07-12 21:39:52.742474,17182,13933,9556,38648
2025-07-12 22:40:05.753027,17069,13857,9498,38411
2025-07-12 23:40:18.769483,17058,13836,9487,38388
2025-07-13 00:40:31.793844,16913,13726,9396,38082
2025-07-13 01:40:44.803794,16840,13683,9357,37927
2025-07-13 02:40:57.820529,16687,13563,9266,37581
2025-07-13 03:41:10.831201,16621,13499,9217,37441
2025-07-13 04:41:23.844513,16546,13442,9171,37291
2025-07-13 05:41:36.858051,16437,13361,9111,37060
2025-07-13 06:41:49.882524,16362,13307,9067,36894
2025-07-13 07:42:02.904398,16191,13181,8974,36517
2025-07-13 08:42:15.915247,16211,13176,8969,36545
2025-07-13 09:42:28.939504,15572,12782,8609,35181
2025-07-13 10:42:41.959402,15497,12724,8559,35029
2025-07-13 11:42:54.979812,15436,12674,8524,34891
2025-07-13 12:43:07.997582,15337,12598,8459,34686
2025-07-13 13:43:21.018696,15227,12499,8385,34420
2025-07-13 14:43:34.041798,15104,12392,8302,34145
2025-07-13 15:43:47.060490,15061,12355,8276,34051
2025-07-13 16:44:00.077751,14951,12272,8208,33807
2025-07-13 17:44:13.089713,14887,12225,8175,33677
2025-07-13 18:44:26.110403,14789,12153,8126,33458
2025-07-13 19:44:39.124702,14725,12106,8087,33331
2025-07-13 20:44:52.142824,14612,12011,8016,33080
2025-07-13 21:45:05.152493,14497,11928,7953,32844
2025-07-13 22:45:18.173391,14446,11874,7914,32724
2025-07-13 23:45:31.195589,14409,11851,7899,32658
2025-07-14 00:45:44.213736,14365,11820,7872,32557
2025-07-14 01:45:57.234262,14316,11780,7841,32444
2025-07-14 02:46:10.244547,14232,11710,7789,32256
2025-07-14 03:46:23.261915,14170,11665,7759,32130
2025-07-14 04:46:36.277498,14062,11591,7700,31889
2025-07-14 05:46:49.294089,14076,11598,7709,31939
2025-07-14 06:47:02.329955,14026,11559,7674,31833
2025-07-14 07:47:15.365965,13941,11488,7622,31622
2025-07-14 08:47:28.378880,13842,11407,7564,31414
2025-07-14 09:47:41.404342,13818,11390,7550,31357
2025-07-14 10:47:54.420073,13724,11318,7488,31143
2025-07-14 11:48:07.440779,13704,11297,7472,31091
2025-07-14 12:48:20.454158,13609,11221,7422,30888
2025-07-14 13:48:33.471392,13554,11189,7393,30781
2025-07-14 14:48:46.492780,13345,11013,7258,30287
2025-07-14 15:48:59.503250,13401,11057,7294,30407
2025-07-14 16:49:12.518085,13263,10937,7211,30053
2025-07-14 17:49:25.535356,13229,10913,7192,29996
2025-07-14 18:49:38.546569,13210,10900,7178,29937
2025-07-14 19:49:51.556303,13143,10842,7139,29790
2025-07-14 20:50:04.571115,13094,10794,7108,29681
2025-07-14 21:50:17.583078,13003,10725,7055,29479
